crews,popularity,imdb_avgRating
Donal Gilligan,0.6,6.800000000000001
Donal Logue,6.513,5.7
Donal MacIntyre,0.6,6.2
Donal O'Ceilleachair,0.6,7.3
Donal O'Farrell,0.828,5.6
Donald A. Barton,1.008,4.6
Donald A. Starr,0.6,7.0
Donald Burton,0.6,5.3
Donald C. Carter,0.6,7.5
Donald Camon,0.84,6.6
Donald Crombie,0.629,5.8
Donald Delorme,0.6,5.4
Donald Dowd,0.6079999999999999,6.684615384615385
Donald Duncan,0.6,6.3
Donald E. Thorin,0.6,5.5
Donald E. Westlake,0.652,6.050000000000001
Donald F. Glut,0.766,3.8
Donald Farmer,0.838,3.766666666666667
Donald Frazee,0.766,4.0
Donald Goines,0.6,4.7
Donald Graham Burt,0.605,6.449999999999999
Donald Harrison Jr.,0.6,6.7
Donald Hauer,0.6,5.6
Donald J. Lee Jr.,2.062,5.733333333333334
Donald Kushner,0.6,4.6000000000000005
Donald L. Gold,0.6,4.1
Donald M. Morgan,0.6,6.6
Donald Markowitz,0.6,4.8
Donald Martin,0.728,3.1
Donald McAlpine,1.4,6.699999999999999
Donald McFinley,0.6,3.7
Donald McInnes,0.968,6.0
Donald Milne,0.6,7.0
Donald Mowat,1.3799999999999994,6.326666666666667
Donald P. Borchers,0.6,5.5
Donald Paul Pemrick,1.9600000000000006,4.810344827586207
Donald Petrie,0.6,5.550000000000001
Donald Rabinovitch,0.6,6.0
Donald Ranvaud,0.6,5.65
Donald Rosenfeld,0.6,6.1
Donald Rubinstein,0.732,5.3
Donald Schaedtler,0.6,4.4
Donald Shaw,0.6,6.2
Donald Sylvester,0.828,5.6
Donald Tetreault,0.6,7.1
Donald Turner,0.6,4.6
Donald Young,0.6,5.75
Donald Zuckerman,0.6,5.6
Donall McCusker,0.6,6.3
Donatas Šimukauskas,0.6,7.0
Donatas Žvalionis,0.6,7.5
Donatella Botti,0.6,5.7
Donatella Cianchetti,0.6,6.0
Donatello Dubini,0.6,6.633333333333333
Donatien Alphonse François de Sade,0.6,5.5
Donato Rotunno,0.6,5.722222222222222
Dondi Bastone,0.608,7.5
Dong Bang-woo,0.996,7.25
Dong Jinsong,0.6,6.3
Dong Min,0.6,
Dong Shen,0.6,5.3
Dong Yan,0.6,5.0
Dong-Hwan Lee,0.6,5.6
Dong-Joo Kim,0.6,6.8
Dong-eun Kim,0.6,6.4
Dong-hyeon Baek,0.6,7.25
Dong-hyeon Lee,0.6,5.7
Dong-kuk Hwang,0.6,6.8
Dong-kwon Cho,0.6,5.7
Dong-ming Shi,0.6,4.8
Dongling Zhao,0.6,7.3
Dongtian Zheng,0.6,7.5
Dongxian Zhu,0.6,
Doni,0.6,5.9
Donn Aron,1.4,4.36
Donn Swaby,0.84,6.0
Donn T. Remo,0.6,3.5
Donna Bertaccini,0.6,7.8
Donna Brower,0.6,5.266666666666667
Donna Brunsdale,0.6,5.4
Donna Butt,0.6,6.5
Donna Cockrell,0.6,5.1
Donna DeSeta,0.6,3.1
Donna Dubain,0.6,7.449999999999999
Donna Eperon,0.84,6.6
Donna Gardon,0.6,7.0
Donna Gigliotti,0.6,6.2
Donna Grey,0.6,5.5
Donna Jenkyns,0.6,5.7
Donna Kane,0.6,5.9
Donna Keegan,1.4,5.9
Donna Laemmlen,0.6,5.4
Donna Maloney,1.4,6.75
Donna Mathewson,0.6,5.4
Donna Morong,0.9013333333333332,6.25
Donna Musil,0.6,9.1
Donna Pearman,0.6,4.7
Donna Powers,1.543,5.95
Donna Roth,0.6,5.7
Donna Sloan,0.6,5.9
Donna Spahn,0.648,5.1
Donna Strader,0.6,6.9
Donna Tina Charles,0.6,5.7
Donna Wheeler,0.6,1.7
Donna Zakowska,0.6,5.9
Donnacha O'Briain,0.6,8.3
Donnie Bauer,0.6,3.1
Donnie Laffoday,0.6,7.3
Donnie Lai Cheun-Yu,0.6,7.5
Donnie Land,0.6,3.6
Donnie Yen,8.999,5.78
Donny Dhirgantoro,0.6,6.55
Donny Gilbert,0.6,4.4
Donny O'Malley,0.6,7.6
Donovan Cook,0.6,5.8
Donovan Leitch,1.96,6.4
Donovan Mannato,0.6,6.2
Donovan Marsh,1.4,7.25
Donovan O'Keefe,0.6,6.6
Donovohn Brown,0.6,4.9
Doobie White,1.4,5.8
Dora Angélica Roldán,0.6,6.2
Dora Bouchoucha Fourati,0.6,6.7
Dora György,0.6,4.1
Dora Hopkins,0.6,5.1
Dora Masklavanou,0.6,6.0
Dora Ng,0.6,6.266666666666666
Dora Vajda,0.6,7.2
Doraly Rosa,0.6,6.2
Doran Reed,0.6,5.5
Doreen Krambeer,0.6,5.8
Doreen Möllerström,0.6,5.4
Dori Amarilio,0.6,5.5
Dori Begley,0.6,7.2
Dori Berinstein,0.6,6.95
Dori Fram,0.6,7.0
Dori Zuckerman,0.6,4.633333333333334
Dorian Heartsong,0.6,5.5
Dorian Li,0.6,5.2
Dorian Supin,0.6,8.0
Dorian Vernacchio,0.6,4.1
Doriana Kebedzhieva,0.6,6.5
Doriana Leondeff,1.128,6.5249999999999995
Dorien Haan,0.6,4.9
Dorin Grigorescu,0.6,5.2
Dorin Negrău,0.6,6.8
Dorina Chiriac,0.6,6.7
Dorina Forti,0.6,5.8
Doris Black,0.6,4.6
Doris Carpani,0.6,
Doris Dörrie,0.6,6.475
Doris Hepp,0.6,7.2
Doris Kearns Goodwin,1.164,7.3
Doris Kirch,0.6,4.6
Doris Kristic,0.6,7.2
Doris Pilkington,0.6,7.4
Doris Tse,0.6,6.25
Doris Wishman,1.159,5.15
Dorit Hakim,0.6,6.8
Dorit Hurst,0.6,5.8
Dorival Caymmi,0.6,5.7
Dorka Nieradzik,1.22,6.699999999999999
Doron Ashkenazi,0.6,7.5
Doron Benvenisti,0.6,6.5
Doron Eran,0.6,5.7
Doron Kipen,0.6,5.3
Dorota Kobiela,0.695,
Dorota Kędzierzawska,0.6,7.4
Dorota Masłowska,0.98,
Dorota Przyłubska,0.6,7.8
Dorota Roqueplo,0.6,6.6000000000000005
Dorota Terakowska,0.6,5.9
Dorothe Beinemeier,0.6,6.4
Dorothee Broeckelmann,0.6,7.5
Dorothee Kriener,0.6,6.1
Dorothee Schmid,0.6,6.7
Dorothee von Bodelschwingh,0.6,7.1
Dorothy Allen-Pickard,0.6,2.3
Dorothy Berwin,0.6,6.5
Dorothy Cox,0.6,8.5
Dorothy Lichtenstein,0.6,7.7
Dorothy Lyman,2.317,5.1
Dorothy McKim,0.6,6.8
Dorothy Tristan,0.6,5.6
Dorothy Velasco,0.6,5.3
Dorothée Guiraud,0.6,6.1
Dorothée Van Den Berghe,1.4,6.4
Dorte Knirke Madelung,0.6,4.6
Dorte Pedersen,0.6,5.1
Dorthe Warnø Høgh,0.6,7.0
Doru Clita,0.6,7.2
Doru Mitran,0.6,6.75
Doru Popescu,0.6,7.9
Dostoiewski Champangnatte,0.6,5.8
Dottie Starling,0.694,5.3500000000000005
Dou Jun,0.6,5.6
Dou Wei,0.6,7.199999999999999
Doudou Masta,0.98,4.4
Doudou N'Diaye Rose,0.6,6.0
Doug Abel,1.128,6.966666666666666
Doug Bernheim,0.98,6.0
Doug Biro,0.6,6.9
Doug Blackie,0.6,6.4
Doug Blackley,0.6,7.2
Doug Block,0.694,7.2
Doug Bollinger,0.6,4.7
Doug Bost,0.6,5.6
Doug Boyd,0.6,6.65
Doug Bryson,0.6,7.5
Doug Byggdin,0.98,6.066666666666666
Doug Campbell,1.4,4.6
Doug Caron,1.4,6.5
Doug Chamberlain,0.6,6.1
Doug Cole,0.6,
Doug Coleman,1.3800000000000001,6.583333333333333
Doug Cox,0.694,7.2
Doug Cragoe,0.6,7.7
Doug Davison,0.622,5.319999999999999
Doug DeAngelis,0.6,6.2
Doug Dey,0.6,7.2
Doug Dezzani,0.84,5.0
Doug E. Doug,0.6,7.9
Doug Finelli,0.98,5.2
Doug Forbes,0.6,5.5
Doug Frankel,0.98,7.4
Doug Gillard,0.6,4.9
Doug Glover,0.98,5.8
Doug Gordon,0.6,4.1
Doug Greenall,0.6,4.7
Doug Hall,0.6,7.0
Doug Headline,0.6,3.3
Doug Hoffman,0.6,3.2
Doug Hubert,0.828,4.9
Doug Jackson,1.4000000000000001,6.383333333333333
Doug Johnson,0.6,5.9
Doug Jung,1.052,6.7
Doug Klozzner,0.6,6.1
Doug Kolbicz,0.828,5.3
Doug Kraner,1.3999999999999997,5.466666666666666
Doug Langdale,1.4,4.5
Doug Lantz,0.6,7.7
Doug LeClaire,0.6,5.9
Doug Liman,2.4660000000000006,6.928571428571429
Doug Mankoff,0.6,6.4
Doug McKeon,0.652,6.0
Doug Morrow,0.6,5.966666666666666
Doug Oddy,0.84,5.1000000000000005
Doug Paterson,0.6,8.3
Doug Phillips,0.6,6.9
Doug Reed,0.828,4.7
Doug Richardson,0.836,5.2
Doug Schwab,0.656,3.4
Doug Siebum,0.6,9.4
Doug Slater,1.3999999999999997,6.166666666666667
Doug Snell,0.6,4.0
Doug Spilatro,1.62,7.2
Doug Steeden,0.6,6.2
Doug TenNapel,0.6,7.3
Doug Winningham,0.6,6.5
Doug Wolfe,0.98,4.7
Dougal Caron,0.6,7.0
Dougal Wallace,0.6,
Dougg Williams,0.6,6.1
Doughy,0.6,
Dougie Brimson,1.38,7.5
Douglas A. Raine,0.6,4.4
Douglas Aarniokoski,1.176,4.199999999999999
Douglas Adams,1.448,6.8
Douglas Aibel,1.0079999999999998,6.574999999999999
Douglas Attal,0.6,6.8
Douglas B. Maddox,0.6,5.9
Douglas Berquist,0.6,6.8
Douglas Braddock,0.6,5.1
Douglas Bransom,0.6,5.2
Douglas Brown,0.6,6.6
Douglas Buck,0.6,5.4
Douglas Bunn,1.38,6.1
Douglas C. Merrifield,0.6,7.6
Douglas C. Steiner,0.6,6.6
Douglas C. Stewart,0.608,6.4
Douglas Chapman,2.498,5.7
Douglas Cheney,0.6,4.9
Douglas Coupland,0.6,6.55
Douglas Crise,0.6,6.3
Douglas Crosby,1.4,6.36
Douglas Cumming,1.435,5.699999999999999
Douglas Cummins,0.6,7.0
Douglas Curtis,0.6,5.966666666666668
Douglas Delaney,0.6,5.8
Douglas Dresser,1.8260000000000003,6.3375
Douglas E. Bush,0.6,9.3
Douglas E. Wise,0.828,6.3
Douglas Eadie,0.6,
Douglas Edward,0.6,3.7
Douglas Eger,0.6,7.8
Douglas Elford-Argent,0.694,2.5
Douglas Falconer,1.114,6.3
Douglas Fox,0.84,5.8
Douglas Gordon,0.6,6.3
Douglas Green,0.6,6.4
Douglas H. Leonard,0.6,5.1
Douglas Hansen,0.6,7.6
Douglas Harmon,0.6,6.9
Douglas Higgins,1.4,5.24
Douglas Horn,0.656,5.6
Douglas J. Cuomo,0.6,6.1000000000000005
Douglas J. Sutherland,0.694,6.35
Douglas Jackson,0.6,5.166666666666667
Douglas Jones,0.828,6.266666666666667
Douglas K. Dempsey,0.6,
Douglas Keeve,0.98,5.1
Douglas Kirkland,0.656,5.6
Douglas Kung Cheung-Tak,1.4,4.2
Douglas L. Walton,0.6,4.3
Douglas Law,0.6,3.4
Douglas Lloyd McIntosh,0.608,7.0
Douglas Machado,0.6,7.300000000000001
Douglas Mackinnon,1.62,7.1
Douglas McCarthy,1.114,5.4
Douglas McGrath,0.6,7.1
Douglas Milsome,0.675,5.0249999999999995
Douglas Murray,0.84,6.25
Douglas Rae,1.38,6.5200000000000005
Douglas S. Ray,0.6,5.9
Douglas S. Younglove,0.6,3.6
Douglas Sadler,0.6,6.3
Douglas Schulze,0.694,2.8
Douglas Sloan,0.84,6.25
Douglas Spicka,0.6,6.5
Douglas Stuart Wilson,0.6,6.6
Douglas Tourinho,0.6,6.5
Douglas Trumbull,1.107,6.8
Douglas Vetter,0.6,5.1
Douglas W. Miller,0.6,4.9
Douglas W. Shannon,0.6,4.5
Douglas Weiner,0.6,7.6
Douglas Welbat,0.6,4.8
Douglas Wick,0.84,5.983333333333333
Douglas Wolfsperger,0.6,5.2
Dougray Scott,3.1,6.2
Dounia Sichov,1.22,5.75
Dov Kelemer,0.6,8.6
Dov Lebowitz-Nowak,0.6,2.6
Dov Steuer,1.3999999999999997,6.966666666666666
Doveed Linder,0.6,3.3
Dover Koshashvili,0.6,6.449999999999999
Dow McKeever,0.694,5.2
Doğa Can Anafarta,0.6,2.7
Dr Rajendrababu,0.6,3.6
Dr. Iqbal Kuttippuram,0.6,6.25
Dr. Ishari. K. Ganesh,0.6,6.15
Dr. K. Vimalageetha,0.6,7.9
Dr. Rohana Weerasingha,0.6,5.9
Dr. Seuss,2.268,5.666666666666667
Dr. Zeus,0.6,7.3
Dra McKay,0.6,5.2
Dragan Bakema,1.614,6.6
Dragan Bjelogrlić,0.652,6.7
Dragan Elčić,0.6,6.5
Dragan Marinković,0.6,5.6
Dragan Markovic,0.828,6.1
Dragan Milićević,0.6,5.6
Dragan Milojković,0.6,5.6
Dragan Petrović,1.1,8.4
Dragan von Petrović,0.6,6.4
Dragana Tešić,0.6,6.5
Dragi Spasovski,0.6,
Drago Ivanuša,0.6,7.2
Drago Jančar,0.6,6.7
Drago Kekanović,0.6,6.050000000000001
Dragoljub Erić,0.6,7.1
Dragoljub Vojnov,0.6,4.2
Dragomir Sholev,0.6,5.0
Dragon Prakash,0.6,4.0
Dragos Dan Catarau,0.6,8.4
Dragos Potop,0.6,7.7
Dragos Smarandescu,0.6,4.9
Dragos Turea,0.6,7.2
Dragoslav Lazić,0.6,2.75
Dragoș Vîlcu,0.6,7.25
Drahomíra Králová,0.98,5.3
Drake,1.094,5.3
Drake Doremus,1.708,7.6
Drake Withers,0.6,7.1
Draven Gonzalez,0.6,4.9
Draženka Polović,0.6,6.5
Dree Andrea,0.6,5.6
Drew Ann Rosenberg,0.6,5.800000000000001
Drew Bailey,0.629,
Drew Barrymore,10.115,6.1499999999999995
Drew Brody,0.6,3.4
Drew Caffrey,0.6,3.7
Drew Daywalt,0.84,6.3
Drew DeAscentis,0.6,5.6
Drew Dowdle,1.4,5.95
Drew Fezzey,0.6,2.9
Drew Hooper,0.6,7.7
Drew Jiritano,0.652,6.966666666666666
Drew Johnson,0.6,7.4
Drew Kimball,0.6,5.6
Drew Kunin,0.8400000000000001,7.220000000000001
Drew Langer,0.6,7.2
Drew Masters,0.6,8.1
Drew Maxwell,0.6,4.033333333333333
Drew Pillsbury,0.6,5.5
Drew Scott,1.396,7.6
Drew Sklar,0.6,
Drew Struzan,1.96,7.1
Dri Lovestone,0.6,6.1
Dries Phlypo,0.6,6.2
Drilon Hoxha,0.6,4.6
Drina Lessard,0.6,6.5
Dror Feiler,0.6,7.0
Dror Levendiger,0.6,5.8
Dror Mohar,0.98,6.5
Dror Moreh,0.656,7.5
Dror Sabo,0.6,5.8
Dror Shaul,0.6,6.75
Dror Zahavi,0.652,7.3
Dru Anne Carlson,2.268,6.0
Dschingis Bowakow,0.6,7.2
Du Chan Kim,0.6,6.5
Du Tianqi,0.6,
Du Yu,0.6,5.7
Du-jin Kim,0.6,6.5
Duaine Roberts,0.6,8.0
Duana C. Butler,0.6,8.1
Duane Adler,1.4,5.9
Duane Graves,0.828,7.6
Duane Hopkins,0.6,5.3
Duane Manwiller,1.109,6.225
Duane Poole,0.618,4.7
Duangkamol Limcharoen,0.716,7.159999999999999
Duba Elia,0.6,6.0
Dubravko Djuran,0.6,6.8
Dubravko Slunjski,0.6,7.4
Duc Tri,0.6,7.4
Duc Tung Vu,0.6,7.2
Duccio Cimatti,0.6,5.65
Duda Ribeiro,0.6,5.8
Dudi Appleton,0.6,5.3
Dudley,0.6,4.4
Dudley Saunders,0.6,
Duffy Hecht,0.6,6.800000000000001
Dug Rotstein,0.828,6.3
Dugg Kirkpatrick,0.828,1.9
Duke Faeger,1.4,6.1
Duke Johnson,1.4,7.2
Dulce Filipe,0.6,6.6
Dulce Maria Cardoso,0.6,
Duleep Regmi,0.6,7.6
Dull Janiel,0.6,7.4
Dulyasit Niyomgul,0.6,5.0
Dumitru Radu Popescu,1.094,5.7
Dun He,0.6,6.2
Duncan Bielman,0.6,
Duncan Bridgeman,0.6,7.6
Duncan Burns,0.6,5.933333333333334
Duncan Campbell,0.828,6.7
Duncan Cole,0.6,5.85
Duncan Cowan,0.6,5.8
Duncan Jepson,0.6,6.4
Duncan Jones,0.6,6.3
Duncan Mackay,0.6,6.9
Duncan McRae,0.6,7.2
Duncan North,0.98,6.6
Duncan Reid,0.9800000000000003,6.481818181818181
Duncan Roy,0.694,5.066666666666666
Duncan Shepherd,0.6,7.4
Duncan Tucker,0.648,6.85
Dung Luong Dinh,0.6,6.9
Dungeon Beach,0.6,6.8
Dunia Ayaso,0.6,6.1
Duniya Vijay,1.4,
Dunja Campregher,0.6,5.25
Dunja Gry Jensen,0.8666666666666666,5.633333333333333
Dunya Lisova,0.6,5.4
Duraid Munajim,0.6,7.3
Durim Neziri,0.6,7.0
Durul Taylan,0.694,5.15
Dusan Strugar,1.008,6.6
Dusanee Puinongpho,0.6,6.0
Dusdee Pudoungsi,0.6,4.2
Dustin Cole Blackburn,1.4,6.0
Dustin Cross,0.6,5.1
Dustin Ferguson,0.712,5.866666666666666
Dustin Highbridge,0.6,6.9
Dustin Lance Black,0.694,6.8
Dustin Loose,0.6,6.5
Dustin Meier,0.98,5.4
Dustin Mills,0.6,4.5
Dustin Morrow,0.6,6.9
Dustin O'Halloran,1.54,6.166666666666667
Dustin Penrod,0.6,1.2
Dustin Rikert,0.98,3.4333333333333336
Dustin Voigt,0.6,3.0
Dusty DePree,0.6,3.7
Dusty Dukatz,0.6,6.0
Dusty Nelson,0.6,3.4
Dušan Bulić,0.6,3.7
Dušan Dušek,0.6,7.2
Dušan Fischer,0.6,6.1
Dušan Grubin,0.6,6.3
Dušan Ivanović,0.6,6.9
Dušan Joksimović,0.6,6.714285714285714
Dušan Klein,0.6,5.45
Dušan Kovačević,0.6,7.45
Dušan Krivec,0.6,6.5
Dušan Milavec,0.6,7.9
Dušan Milić,0.6,5.8
Dušan Ristić,0.694,5.5
Dušan Savković,0.6,3.1
Dušica Vuksanović,0.6,8.4
Dušica Žegarac,1.176,5.8
Duško Šegvić,0.6,6.8
Dwarak Warrier,0.84,5.8
Dwarakanath,0.6,7.7
Dwayne Beaver,0.6,5.9
Dwayne Buckle,0.6,7.2
Dwayne Johnson,22.28,6.7
Dwayne Newman,0.6,7.7
Dwayne Parker,0.6,
Dwayne Roszkowski,0.6,4.3
Dwein Baltazar,0.6,8.2
Dwi Akraniza Aprilia,0.6,6.6
Dwi Budi Priyanto,0.98,6.25
Dwi Ilalang,0.6,6.0
Dwi Yustiviana Pidu,0.6,5.7
Dwight F. Lay,0.6,3.7
Dwight Gaston,0.8299999999999998,6.3
Dwight H. Little,1.471,4.75
Dwight Istanbulian,0.6,6.8
Dwight Williams,0.6,6.4
Dwight Yoakam,0.793,4.85
Dwiki Dharmawan,0.6,6.3
Dwyer Kilcollin,0.6,4.9
Dyan Sheldon,0.6,4.7
Dyanna Taylor,0.6,7.65
Dycee Wildman,0.6,5.6
Dylan Akio Smith,0.6,4.7
Dylan Bank,0.98,5.2
Dylan Berry,0.6,6.7
Dylan C. Brown,0.6,4.8
Dylan Clark,0.6,6.0
Dylan Goss,1.529,6.4
Dylan Haggerty,1.052,5.8
Dylan Hundley,0.6,4.5
Dylan Kidd,0.6,6.5
Dylan McCormick,0.6,6.1
Dylan Melody,0.6,7.4
Dylan Morgan,0.98,4.6
Dylan Reynolds,0.6,6.4
Dylan River,0.6,7.8
Dylan Russell,0.6,6.4
Dylan Sellers,0.917,5.7
Dylan Verrechia,0.6,6.0
Dylan Vox,5.179,4.8
Dzamsid Izamov,0.6,5.5
Dzhanik Fayziev,0.833,7.0
Dzintra Bijubena,0.6,5.8
Dániel Berän,0.6,6.9
Dániel Erdélyi,0.6,6.5
Dániel Garas,0.6,6.0
Dávid Jancsó,0.6,6.0
Dávid Lukács,0.6,6.0
Dávid Szepesi,0.6,6.8
Débora Ivanov,0.6,6.1000000000000005
Débora Lucas,0.6,5.9
Débora Opolski,0.6,6.0
Décio Matos Jr.,0.6,7.7
Décio Pignatari,0.6,5.7
Dénes Szekeres,0.6,6.1499999999999995
Dévi Tirouvanziam,0.6,5.65
Dídac Bono,1.4,3.9
Dóra Szűcs,0.6,6.3
Dörte Schneider,0.6,6.8
Dāvis Līcītis,0.6,6.7
Dāvis Sīmanis,0.6,7.2
Dāvis Sīmanis Jr.,0.6,6.4
E J-yong,0.7159999999999999,6.466666666666666
E Satti Babu,0.6,6.2
E. Bennett Walsh,0.6,7.6
E. Caldas,0.6,3.1
E. Dee Biddlecome,0.6,3.0333333333333337
E. Elias Merhige,0.932,6.35
E. K. Maharajan,0.6,5.5
E. L. Doctorow,0.656,6.4
E. Larry Oatfield,0.828,8.4
E. M. Madhavan,0.6,3.2
E. Max Frye,0.6,6.2
E. Nesbit,0.6,5.5
E. Niwas,0.6,4.7
E. Patrick Lauderdale,0.6,5.5
E. Paul Edwards,0.98,4.6
E. Ramadoss,1.4,5.5
E. Rico Nance,0.6,4.9
E. del Mundo,0.6,6.6
E.B. White,1.4,5.9
E.C. Woodley,0.6,6.25
E.J. Heiser,0.6,5.8
E.J. Salcedo,0.6,7.3
E.K. Gaylord II,0.6,6.566666666666666
E.L. Katz,0.84,4.7
E.P. Bergen,0.6,5.1
E.S. Josephs,0.6,5.5
E.S. Murthy,0.6,8.4
E.V.V. Satyanarayana,0.6,6.7
Eakasit Thairaat,0.828,6.7
Eamonn Fitzgerald,0.828,4.7
Earl A. Hibbert,0.6,6.3
Earl Ellis,1.4,6.4
Earl Fudger,0.6,6.1
Earl Hilliard,0.6,7.7
Earl Hilliard Jr.,0.6,7.7
Earl Husbands,0.6,4.9
Earl Ignacio,0.6,7.1
Earl Lloyd Ross,0.6,6.5
Earl Richey Jones,1.659,4.5
Earl Watson,0.828,5.2
Earle Peach,0.6,7.3
Earnest Harris,0.6,5.0
Eartha Robinson,1.62,6.7
Earthbound,0.6,5.2
East Coast Vijayan,0.694,4.0
Easy Ferrer,2.066,6.733333333333334
Eba Sheba,0.6,7.3
Eban Schletter,0.6,6.5
Ebbe Damm,0.6,3.2
Eben Baume,0.6,6.7
Eben McGarr,0.6,4.5
Eberhard Alexander Burgh,0.6,4.7
Eberhard Görner,0.6,7.1
Eberhard Junkersdorf,0.6,6.025
Eberhard Kayser,0.6,5.6
Eberhard Scharfenberg,0.6,5.1
Ebine Yamaji,0.6,6.0
Ebo Hill,0.6,4.2
Ebrahim Ghafori,0.6,6.814285714285714
Ebrahim Hatamikia,0.6,6.550000000000001
Ebrahim Saeedi,0.6,7.15
Ebrahim Sheibani,0.6,5.35
Ebru Fidan Caplan,0.6,6.3
Ebs Burnough,0.6,6.9
Echo Gaffney,0.6,2.6
Eckard Stüwe,0.6,6.8
Eckard Zerzawy,0.6,4.6
Eckart Zerzawy,0.6,4.6
Eckehardt Von Damm,0.831,5.85
Eckes Malz,0.6,6.0
Eckhard Jansen,0.6,6.5
Eckhard Preuß,0.6,6.6
Eckhart Schmidt,0.652,4.8
Ed Aldridge,1.4,5.3
Ed Anders,0.7280000000000001,4.066666666666666
Ed Arrendell,0.6,5.6
Ed Barreveld,0.6,7.800000000000001
Ed Barteski,0.6,8.2
Ed Bell,0.6,8.0
Ed Bird,0.6,6.3
Ed Blum,0.6,6.0
Ed Brando,0.6,2.2
Ed Burke,1.532,7.5
Ed Bye,0.6,4.05
Ed C. Potter,0.6,6.9
Ed Callahan,0.84,3.9
Ed Check,0.6,6.1
Ed Colyer,1.094,5.8
Ed Cortês,0.6,7.6
Ed Davidson,0.6,5.5
Ed Decter,1.515,5.383333333333333
Ed Dougherty,0.6,5.0
Ed Elbert,0.6,6.8
Ed French,1.38,6.2
Ed Gardiner,0.6,5.5
Ed Gass-Donnelly,1.054,5.6
Ed Gerrard,0.98,4.8
Ed Givnish,0.6,5.7
Ed Grenga,0.6,6.7
Ed Guiney,0.6,6.4799999999999995
Ed Hager,0.6,4.7
Ed Hansen,1.166,6.2
Ed Harcourt,0.6,5.0
Ed Harris,8.225,6.85
Ed Hart,0.6,6.6
Ed Henley,0.6,4.3
Ed Herzog,1.6420000000000001,6.266666666666666
Ed Holliday,0.6,7.0
Ed Joson,0.6,
Ed Kedzierski,0.6,5.5
Ed Laborde,0.6,6.5
Ed Lawes,0.6,5.3
Ed Lejano,0.6,6.9
Ed Little Jr.,0.6,6.4
Ed Marx,0.6,5.85
Ed Mash,0.6,4.6
Ed McClane,0.6,5.5
Ed McRoberts,0.84,3.9
Ed Naha,0.98,2.9
Ed Palmos,0.6,
Ed Polgardy,0.6,3.9
Ed Sanders,0.6,5.4
Ed Santiago,0.6,5.9
Ed Shearmur,0.764,6.038461538461538
Ed Solomon,2.142,5.833333333333333
Ed Stone,0.828,7.0
Ed Turner,0.6,3.9
Ed Vanderweyden,0.6,5.8
Ed Verreaux,0.84,6.0
Ed Wexler,0.828,6.7
Ed Whitfield,0.6,8.2
Ed Whitmore,0.6,7.0
Ed Wilde,0.6,5.4
Ed Wu,0.6,3.6
Eda Tutuk,0.6,1.6
Eddie Andres,0.6,5.3
Eddie Axberg,1.907,5.46
Eddie Bannerman,0.6,6.6
Eddie Baroo,0.84,5.6
Eddie Baytos,0.6,6.9
Eddie Brega,0.6,7.1
Eddie Bydalek,1.38,5.220000000000001
Eddie Cahyono,0.6,5.7
Eddie Chan Shu-Chi,0.6,5.2
Eddie Fong,1.052,6.9
Eddie Garcia,1.4,6.7
Eddie Gonel,0.6,7.6
Eddie Griffin,2.268,5.65
Eddie Guerra,0.98,4.1
Eddie Guzelian,0.833,6.3
Eddie Hamilton,0.6,5.816666666666666
Eddie Huang,0.694,5.3
Eddie J. Fernandez,0.972,5.75
Eddie Martin,0.6,8.2
Eddie Muller,1.4,6.9
Eddie Murphy,9.36,4.9
Eddie O'Flaherty,0.6,6.5
Eddie Pak,0.6,6.5
Eddie Reyes,0.6,
Eddie Schmidt,0.608,7.35
Eddie Thomas Petersen,0.6,4.8
Eddie Wong,0.6,6.1
Eddie Yaroch,0.6,4.3
Eddy Géradon-Luyckx,0.6,6.45
Eddy Matalon,0.6,4.1
Eddy McGuire,0.6,7.6
Eddy Moretti,0.828,7.4
Eddy Shalita,0.6,6.2
Eddy Terstall,1.008,6.580000000000001
Eddy Van Teal,0.6,
Edelgard K. Pfluegl,0.98,6.0
Eden J. Shapiro,0.6,6.7
Eden Lopez,0.6,
Eden Miller,0.6,7.2
Eden Wurmfeld,0.6,5.5
Eder Amarelo,0.6,
Eder Guimarães,0.6,
Edet Belzberg,0.6,8.3
Edford Banuel Jr.,0.6,5.9
Edgar Akopyan,0.6,5.0
Edgar Allan Poe,1.9600000000000002,5.0
Edgar Arellano,0.6,6.5
Edgar Bartenev,0.6,6.5
Edgar Beauchamp,0.6,7.7
Edgar Burcksen,1.4,5.85
Edgar Dutka,1.4,7.7
Edgar Figner,0.6,7.4
Edgar Gil,0.6,6.7
Edgar Ilao,0.6,6.025
Edgar Jimz,0.6,5.3
Edgar Lebrón,0.6,6.9
Edgar Lledó,0.6,6.7
Edgar Martin Littaua,0.6,6.15
Edgar Michael Bravo,0.6,8.6
Edgar Mortiz,1.4,6.1
Edgar Moura,0.6,5.757142857142858
Edgar Naeter,0.6,5.8
Edgar Pêra,0.6,6.9
Edgar Reitz,0.6,6.7
Edgar Soberón Torchia,0.6,5.2
Edgar Vidal,0.6,7.550000000000001
Edgar Wright,2.945,7.471428571428571
Edgard Navarro,0.6,6.0
Edgard Tenenbaum,0.6,6.6499999999999995
Edgardo Cabeza,0.6,7.4
Edgardo Cozarinsky,0.6,5.75
Edgardo González Amer,0.6,4.1
Edgardo Mattheus,0.6,1.7
Edgardo Reyes,0.6,7.1
